4,105,23,583,252,79,120,-90.723828,42.525461
3,61,23,665,229,109,103,-90.723371,42.525751
2,34,23,769,266,179,120,-90.723800,42.525802
5,112,23,114,397,207,95,-90.723620,42.525553
2,64,23,1263,368,241,151,-90.723617,42.525768
2,19,23,1247,228,134,110,-90.723790,42.525922
2,35,23,906,207,79,60,-90.723996,42.525974
1,61,23,1,529,68,105,-90.723386,42.525730
4,61,23,676,311,114,104,-90.723751,42.525514
4,106,23,728,290,77,62,-90.723897,42.525468
4,107,23,408,217,216,258,-90.723646,42.525519
4,106,24,728,291,77,62,-90.723894,42.525469
5,107,24,5,500,166,146,-90.723622,42.525509
4,107,24,407,217,208,259,-90.723645,42.525519
1,61,24,1,529,68,105,-90.723386,42.525730
4,61,24,675,311,115,107,-90.723746,42.525516
2,34,24,756,269,186,121,-90.723796,42.525798
3,61,24,665,228,109,105,-90.723373,42.525751
3,62,24,479,237,122,103,-90.723394,42.525779
2,19,24,1241,225,132,108,-90.723798,42.525928
2,35,24,907,209,80,61,-90.723988,42.525968
5,112,24,137,391,209,96,-90.723615,42.525555
2,64,24,1287,363,226,148,-90.723620,42.525774
4,105,24,582,252,80,120,-90.723828,42.525461
5,110,25,197,190,43,53,-90.723717,42.525717
5,107,25,5,494,177,152,-90.723621,42.525509
3,61,25,664,228,110,103,-90.723369,42.525752
2,19,25,1235,222,130,106,-90.723806,42.525934
2,35,25,908,211,80,62,-90.723980,42.525963
4,106,25,727,291,78,63,-90.723891,42.525470
4,61,25,674,312,116,107,-90.723744,42.525517
2,34,25,742,271,194,122,-90.723794,42.525794
4,105,25,582,253,79,120,-90.723825,42.525462
2,64,25,1308,358,212,146,-90.723623,42.525780
5,112,25,162,386,211,96,-90.723609,42.525557
1,61,25,1,529,68,105,-90.723386,42.525730
3,62,25,479,237,122,103,-90.723394,42.525779
4,107,25,406,217,213,261,-90.723643,42.525520
4,105,26,580,253,81,121,-90.723823,42.525463
5,107,26,6,487,186,159,-90.723620,42.525509
1,61,26,1,529,68,105,-90.723386,42.525730
3,61,26,664,229,110,103,-90.723371,42.525751
5,110,26,192,193,46,54,-90.723716,42.525712
2,34,26,728,273,201,124,-90.723791,42.525789
4,106,26,727,291,78,64,-90.723889,42.525471
3,62,26,480,237,120,103,-90.723394,42.525779
2,19,26,1228,219,128,104,-90.723815,42.525940
5,112,26,188,380,213,98,-90.723602,42.525559
2,64,26,1327,354,199,142,-90.723627,42.525787
4,61,26,673,312,117,108,-90.723742,42.525517
4,107,26,404,218,205,261,-90.723641,42.525520
2,35,26,908,213,81,63,-90.723973,42.525958
4,105,27,579,253,81,122,-90.723821,42.525464
3,61,27,665,229,109,103,-90.723371,42.525751
2,19,27,1222,216,126,102,-90.723824,42.525946
2,34,27,713,275,208,125,-90.723789,42.525785
4,107,27,402,218,207,262,-90.723640,42.525520
3,62,27,480,237,120,103,-90.723394,42.525779
2,64,27,1344,349,186,140,-90.723630,42.525793
5,107,27,6,480,197,166,-90.723619,42.525509
5,112,27,216,375,214,98,-90.723595,42.525561
4,106,27,726,292,79,64,-90.723886,42.525472
4,61,27,672,313,118,108,-90.723740,42.525518
5,110,27,188,196,48,54,-90.723715,42.525708
2,35,27,909,215,81,64,-90.723966,42.525952
1,61,27,1,529,68,105,-90.723386,42.525730
1,61,28,1,529,68,105,-90.723386,42.525730
5,110,28,184,198,51,56,-90.723714,42.525703
3,61,28,665,229,109,103,-90.723371,42.525751
4,106,28,725,292,79,65,-90.723883,42.525473
5,112,28,244,369,216,99,-90.723587,42.525564
2,34,28,698,277,215,127,-90.723786,42.525780
3,63,28,1612,468,320,265,-90.723652,42.525558
5,107,28,6,473,208,173,-90.723618,42.525509
2,19,28,1215,213,125,100,-90.723834,42.525952
3,62,28,480,237,120,104,-90.723396,42.525779
4,105,28,578,254,82,122,-90.723818,42.525464
4,107,28,400,219,208,263,-90.723637,42.525521
2,64,28,1358,344,174,138,-90.723634,42.525798
4,61,28,671,313,119,109,-90.723739,42.525518
2,35,28,909,218,82,64,-90.723959,42.525947
3,62,29,480,237,120,104,-90.723396,42.525779
1,61,29,1,529,68,105,-90.723386,42.525730
3,63,29,1592,456,326,256,-90.723644,42.525560
2,64,29,1370,339,164,135,-90.723638,42.525805
3,61,29,665,229,109,102,-90.723369,42.525752
4,61,29,670,314,119,111,-90.723734,42.525520
5,107,29,6,466,218,179,-90.723617,42.525510
5,110,29,179,201,54,56,-90.723713,42.525700
5,112,29,274,364,216,99,-90.723579,42.525566
2,34,29,683,280,221,127,-90.723784,42.525776
4,107,29,398,219,207,264,-90.723636,42.525521
2,35,29,909,220,83,65,-90.723952,42.525942
4,105,29,577,254,82,122,-90.723818,42.525464
4,106,29,724,292,80,66,-90.723880,42.525474
2,19,29,1209,210,122,98,-90.723843,42.525959
1,61,30,1,529,68,105,-90.723386,42.525730
2,35,30,909,222,84,66,-90.723945,42.525937
4,106,30,723,292,81,67,-90.723877,42.525475
2,34,30,666,282,229,129,-90.723781,42.525771
3,62,30,479,237,121,103,-90.723394,42.525779
4,61,30,669,315,120,113,-90.723729,42.525522
3,61,30,665,229,109,103,-90.723371,42.525751
3,63,30,1573,445,330,247,-90.723637,42.525561
5,110,30,175,204,56,57,-90.723712,42.525695
5,112,30,305,358,216,100,-90.723570,42.525569
5,107,30,6,459,229,186,-90.723616,42.525510
2,64,30,1380,335,154,132,-90.723642,42.525811
4,105,30,575,254,83,123,-90.723816,42.525465
2,19,30,1202,207,121,96,-90.723853,42.525966
4,107,30,396,220,209,265,-90.723634,42.525522
3,62,31,479,237,121,103,-90.723394,42.525779
5,112,31,337,353,215,100,-90.723561,42.525571
4,61,31,669,316,120,114,-90.723725,42.525523
2,64,31,1388,330,146,130,-90.723647,42.525816
4,107,31,393,220,225,267,-90.723632,42.525524
1,61,31,1,529,68,105,-90.723386,42.525730
4,105,31,574,255,84,124,-90.723811,42.525467
2,35,31,909,224,84,68,-90.723937,42.525931
3,63,31,1554,433,330,239,-90.723629,42.525563
2,34,31,649,284,237,130,-90.723780,42.525767
5,110,31,171,207,59,57,-90.723711,42.525692
5,107,31,6,452,240,193,-90.723615,42.525510
3,61,31,668,231,106,102,-90.723373,42.525750
4,106,31,722,293,82,67,-90.723875,42.525476
2,19,31,1196,204,118,94,-90.723864,42.525973
2,19,32,1189,201,117,92,-90.723874,42.525980
4,105,32,572,255,85,125,-90.723809,42.525467
2,34,32,630,286,245,131,-90.723779,42.525763
5,112,32,370,348,214,101,-90.723552,42.525574
2,35,32,909,226,85,69,-90.723931,42.525926
4,61,32,668,317,121,116,-90.723721,42.525525
4,107,32,391,221,245,268,-90.723630,42.525526
3,61,32,667,229,107,104,-90.723373,42.525750
2,64,32,1393,326,140,127,-90.723652,42.525822
5,107,32,6,446,251,199,-90.723613,42.525510
3,62,32,478,237,122,103,-90.723394,42.525780
5,110,32,166,210,62,58,-90.723710,42.525687
1,61,32,1,529,68,105,-90.723386,42.525730
4,106,32,721,293,83,68,-90.723872,42.525476
3,63,32,1536,421,327,231,-90.723621,42.525565
4,61,33,667,319,122,115,-90.723719,42.525525
2,35,33,909,228,85,70,-90.723924,42.525921
4,105,33,571,255,85,126,-90.723806,42.525468
5,112,33,403,343,212,101,-90.723542,42.525576
1,61,33,1,529,68,105,-90.723386,42.525730
3,63,33,1517,410,322,222,-90.723612,42.525567
2,19,33,1183,198,114,90,-90.723885,42.525988
2,64,33,1397,321,134,125,-90.723657,42.525828
2,34,33,610,288,254,133,-90.723776,42.525758
4,106,33,719,294,85,67,-90.723872,42.525476
5,107,33,6,439,261,206,-90.723612,42.525510
4,107,33,389,222,249,269,-90.723628,42.525527
5,110,33,161,213,65,58,-90.723710,42.525684
3,62,33,478,237,122,103,-90.723394,42.525780
3,61,33,667,228,107,104,-90.723371,42.525751
5,110,34,155,216,69,59,-90.723709,42.525680
5,112,34,437,338,210,101,-90.723532,42.525579
1,61,34,1,529,68,105,-90.723386,42.525730
3,61,34,668,228,106,104,-90.723371,42.525751
4,106,34,718,295,86,67,-90.723869,42.525477
2,34,34,589,290,263,134,-90.723775,42.525753
4,105,34,569,256,86,126,-90.723804,42.525469
4,61,34,666,320,122,115,-90.723717,42.525526
5,107,34,6,433,272,212,-90.723611,42.525510
3,63,34,1499,399,314,214,-90.723603,42.525570
3,62,34,477,237,123,103,-90.723394,42.525780
2,64,34,1399,316,130,123,-90.723662,42.525834
2,19,34,1176,195,113,88,-90.723897,42.525996
2,35,34,908,231,87,70,-90.723918,42.525917
4,107,34,386,222,244,271,-90.723626,42.525527
2,19,35,1170,192,111,86,-90.723909,42.526004
4,106,35,716,296,88,67,-90.723866,42.525478
4,105,35,567,256,87,127,-90.723802,42.525469
5,107,35,7,428,282,216,-90.723610,42.525510
5,112,35,472,333,206,101,-90.723521,42.525582
5,110,35,150,219,72,59,-90.723709,42.525677
1,61,35,1,529,68,105,-90.723386,42.525730
3,63,35,1481,388,305,206,-90.723594,42.525573
4,61,35,665,321,123,116,-90.723714,42.525527
2,35,35,907,233,88,71,-90.723913,42.525912
2,34,35,567,292,273,135,-90.723774,42.525749
2,64,35,1398,312,128,121,-90.723667,42.525839
4,107,35,383,223,242,272,-90.723623,42.525527
3,61,35,667,229,107,104,-90.723373,42.525750
3,62,35,477,237,123,103,-90.723394,42.525780
3,62,36,477,237,123,103,-90.723394,42.525780
2,35,36,907,235,88,72,-90.723907,42.525908
4,105,36,565,256,88,128,-90.723799,42.525470
4,107,36,381,223,250,274,-90.723621,42.525529
5,107,36,7,423,292,221,-90.723609,42.525510
4,106,36,715,297,89,68,-90.723861,42.525480
3,63,36,1463,377,295,198,-90.723584,42.525576
5,110,36,144,221,75,61,-90.723708,42.525673
2,19,36,1163,189,109,84,-90.723921,42.526013
5,112,36,507,329,201,100,-90.723511,42.525585
2,64,36,1397,308,126,118,-90.723673,42.525845
4,61,36,664,322,123,117,-90.723711,42.525528
3,61,36,664,228,110,103,-90.723369,42.525752
2,34,36,543,294,284,136,-90.723774,42.525745
1,61,36,1,529,68,105,-90.723386,42.525730
3,61,37,668,227,106,106,-90.723373,42.525750
5,112,37,543,325,196,100,-90.723499,42.525588
4,107,37,378,224,231,276,-90.723617,42.525529
4,106,37,713,298,90,69,-90.723856,42.525481
4,105,37,563,257,89,129,-90.723795,42.525472
2,64,37,1394,303,126,117,-90.723679,42.525850
2,35,37,906,237,89,72,-90.723903,42.525905
2,34,37,520,296,293,137,-90.723773,42.525740
5,107,37,7,419,187,225,-90.723620,42.525510
1,61,37,1,529,68,105,-90.723386,42.525730
3,63,37,1446,366,283,191,-90.723573,42.525579
4,61,37,663,324,124,118,-90.723706,42.525529
5,110,37,138,224,78,61,-90.723708,42.525670
2,19,37,1157,186,107,83,-90.723931,42.526019
3,62,37,478,237,122,103,-90.723394,42.525780
3,63,38,1429,356,272,184,-90.723563,42.525582
4,61,38,662,326,124,120,-90.723700,42.525531
4,106,38,712,299,91,70,-90.723851,42.525483
2,64,38,1389,299,127,114,-90.723685,42.525856
5,112,38,578,321,190,99,-90.723488,42.525591
5,110,38,132,227,81,62,-90.723708,42.525666
2,35,38,904,239,91,73,-90.723898,42.525900
3,62,38,478,236,122,104,-90.723394,42.525780
3,61,38,664,229,110,103,-90.723371,42.525751
4,107,38,375,224,230,278,-90.723615,42.525529
4,105,38,561,257,90,130,-90.723793,42.525472
2,34,38,496,298,302,138,-90.723773,42.525736
2,19,38,1151,184,105,80,-90.723944,42.526028
1,61,38,1,529,68,105,-90.723386,42.525730
5,107,38,7,416,202,228,-90.723618,42.525510
2,64,39,1384,295,127,112,-90.723691,42.525861
4,106,39,710,301,93,71,-90.723843,42.525485
5,110,39,126,230,83,62,-90.723708,42.525663
3,62,39,478,236,122,105,-90.723396,42.525779
2,19,39,1145,181,103,79,-90.723955,42.526036
1,61,39,1,529,68,104,-90.723385,42.525730
4,61,39,661,328,125,122,-90.723695,42.525534
2,34,39,472,300,310,139,-90.723772,42.525731
2,35,39,903,242,92,73,-90.723892,42.525896
3,61,39,664,229,110,103,-90.723371,42.525751
4,107,39,371,225,242,280,-90.723612,42.525531
4,105,39,559,257,91,132,-90.723788,42.525474
5,112,39,612,317,185,98,-90.723477,42.525595
3,63,39,1412,346,262,177,-90.723552,42.525585
5,107,39,7,414,197,230,-90.723619,42.525510
2,34,40,447,302,318,140,-90.723772,42.525727
4,61,40,661,331,124,124,-90.723688,42.525536
4,107,40,368,225,250,283,-90.723609,42.525532
3,62,40,478,236,122,105,-90.723396,42.525779
5,107,40,7,413,178,231,-90.723621,42.525510
5,110,40,119,233,87,62,-90.723708,42.525661
1,61,40,1,529,68,104,-90.723385,42.525730
2,19,40,1139,178,101,78,-90.723967,42.526043
3,63,40,1396,336,251,171,-90.723541,42.525589
2,35,40,902,244,93,74,-90.723887,42.525892
3,61,40,664,229,110,103,-90.723371,42.525751
4,105,40,556,258,93,132,-90.723786,42.525474
5,112,40,646,314,178,96,-90.723466,42.525598
2,64,40,1377,291,129,110,-90.723698,42.525866
4,106,40,709,302,94,73,-90.723836,42.525488
4,106,41,707,304,96,74,-90.723829,42.525490
5,110,41,112,236,90,63,-90.723708,42.525657
4,107,41,364,226,256,285,-90.723606,42.525533
4,105,41,554,258,95,133,-90.723784,42.525475
5,107,41,7,412,205,231,-90.723618,42.525510
4,61,41,660,334,125,125,-90.723682,42.525538
3,63,41,1380,327,240,164,-90.723529,42.525592
2,19,41,1133,175,99,77,-90.723979,42.526051
2,34,41,423,304,325,141,-90.723771,42.525722
2,35,41,901,246,93,75,-90.723882,42.525887
3,62,41,478,236,122,105,-90.723396,42.525779
2,64,41,1370,286,131,109,-90.723705,42.525871
